Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
63	8.502381	2.0893137	8.9	-5.9	11.851191	8.516911	1.3746607	12.919125	-6.1973934	256000	-1.3969839e-09	2.966488	-0.005904434	-1.2878246	0.3059561	0.012234092	0.087249994	16.0	8475.687577486038
64	8.42883	2.2707853	9.0	-6.1	11.957958	8.659593	1.1134511	13.003269	-4.3211713	260000	-3.7252903e-09	3.3232238	-0.0037228889	-0.852952	0.29766205	0.015887225	0.09325	4.0	8592.441732883453
65	8.52	1.9318762	8.9	-5.9	12.072727	8.629837	0.9991206	13.49358	-3.238438	264000	3.7252903e-09	2.4115982	-0.00083586015	-1.3131552	0.3013754	0.013118867	0.1155	4.0	8707.974469661713
66	8.586269	1.779214	8.9	-5.9	11.898507	8.673472	1.1848134	14.274253	-6.059637	268000	1.1175871e-08	2.4877236	0.0036176264	-1.4327415	0.30042338	0.03453281	0.2095	1.0	8826.470099449158
67	8.546313	1.9236479	8.9	-5.8	11.734513	8.744361	0.8757853	13.032956	-0.082146466	272000	4.656613e-09	2.2632253	-0.0013289296	-0.55336285	0.31280673	0.021342076	0.0935	3.0	8976.549079656601
68	8.432344	2.2381358	8.9	-6.0	11.818991	8.75471	0.88711214	15.7578	2.5638635	276000	0.0	2.861618	0.0023920164	-0.5209807	0.31420735	0.027617397	0.171	1.0	9126.829713106155
69	8.461678	2.118785	8.9	-5.9	11.94012	8.663326	0.9777266	12.566359	0.5681073	280000	-5.5879354e-09	2.8593616	0.001434295	-0.64600325	0.29067346	0.01847406	0.15525	3.0	9277.119849205017
70	8.633732	1.5716033	8.9	-5.9	11.871642	8.661245	1.0175614	12.531005	-4.072076	284000	-1.8626451e-09	1.7323455	0.00064848084	-0.77019715	0.30398193	0.015038414	0.09975	2.0	9417.26589012146
71	8.678806	1.3654145	9.0	-5.8	11.868657	8.788965	0.8752151	12.129719	-0.11342788	288000	-7.450581e-09	1.0723715	-0.0037167864	-0.43294123	0.31496137	0.013982099	0.1295	8.0	9555.339916944504
72	8.753572	0.8415824	9.0	-5.8	11.869047	8.775711	0.82333356	12.273189	-1.0628436	292000	7.450581e-09	0.5828935	-0.002737628	-0.26686066	0.30490094	0.01349102	0.105749995	8.0	9704.205985069275
73	8.645267	1.4231989	9.0	-5.6	11.772189	8.807559	0.7546658	15.231175	-0.97776055	296000	5.122274e-09	1.0673795	-0.0041961595	-0.31188667	0.29396597	0.014007382	0.14825001	1.0	9854.641415596008
74	8.497613	2.0941694	9.0	-6.0	11.889552	8.753755	0.8076221	12.978668	-1.3756063	300000	5.5879354e-09	2.7367387	0.008419902	-0.8115014	0.29341733	0.01979807	0.16974999	1.0	10004.286019563675
75	8.069394	3.1472166	9.0	-6.0	12.033334	8.570049	1.2407966	12.894043	-9.488716	304000	3.7252903e-09	5.833875	-0.004797477	-1.801422	0.28033623	0.020005886	0.14500001	9.0	10159.201529979706
76	8.37515	2.4208326	9.0	-5.9	11.907186	8.421351	1.3453839	11.318268	-8.687201	308000	0.0	3.3976116	0.0051774234	-1.2116691	0.28233743	0.018701572	0.1595	1.0	10308.168863773346
77	8.441666	2.2355733	9.0	-5.9	11.863095	8.655441	0.9890496	15.009131	-2.7558255	312000	0.0	2.8589454	0.004426856	-0.9670534	0.29690558	0.018652286	0.14850001	1.0	10457.840068101883
78	8.421701	2.2576942	9.0	-6.1	11.67742	8.560787	1.1936918	11.530166	-8.217278	316000	-7.450581e-09	3.0857077	0.00032686163	-1.04112	0.2937442	0.01382169	0.15475	2.0	10610.579278469086
79	8.184412	2.9128256	9.0	-5.9	11.685294	8.606227	1.0754417	12.504678	-5.489901	320000	1.8626451e-09	4.6224256	0.0028055976	-1.4960928	0.29314262	0.038914427	0.21675	1.0	10759.075843334198
