Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
113	6.1749325	5.6164775	9.0	-5.9	10.866485	7.452672	3.0770073	17.27789	-9.383253	456000	0.0	13.2402935	0.0070043583	-6.3795605	0.21616957	0.012017779	0.09025	1.0	14100.457287549973
114	6.734531	5.115116	9.0	-5.9	10.969613	7.253634	3.7651782	14.896827	-18.80097	460000	-9.313226e-09	11.014966	0.008460823	-5.390127	0.21974283	0.017377436	0.0855	4.0	14209.72096657753
115	6.6403275	5.2226562	9.0	-5.9	10.8446865	7.468224	3.1498291	14.224577	-11.4305315	464000	1.1175871e-08	10.36724	0.011868434	-5.193899	0.2155281	0.019303277	0.09675	1.0	14316.288433074951
116	6.062006	5.74665	9.0	-6.0	10.488127	7.36863	3.3990846	18.200537	-8.942288	468000	-2.3283064e-08	11.312012	0.004126963	-4.8330884	0.20986865	0.03891441	0.13624999	4.0	14425.296679735184
117	6.5956526	5.283967	9.0	-6.0	10.809783	7.119003	3.8671026	14.909781	-14.159852	472000	-3.7252903e-09	11.028318	0.018205836	-5.331723	0.21314865	0.03274886	0.13575	1.0	14533.591542005539
118	5.875272	5.867019	9.0	-5.9	10.8125	6.9518147	4.005042	21.78967	-14.053432	476000	9.778887e-09	12.728947	0.0052858936	-5.960704	0.21573786	0.01678085	0.108	3.0	14642.110296726227
119	6.3857923	5.456431	9.0	-5.9	10.868853	7.204999	3.4540548	17.678806	-9.43921	480000	-7.450581e-09	12.222908	0.0035608336	-5.710199	0.21371517	0.013589466	0.0655	1.0	14750.17381119728
120	6.3189707	5.5002847	9.0	-5.9	10.794038	7.1064982	3.694413	16.010677	-16.233961	484000	-1.9324943e-08	11.927792	0.008763507	-5.3017435	0.21015997	0.015133989	0.07275	1.0	14859.309552907944
121	6.4609637	5.3949447	9.0	-5.9	10.657754	7.2790246	3.6140323	23.022488	-12.245616	488000	-1.8626451e-09	10.493558	-0.0026914296	-5.3000584	0.21062744	0.015137052	0.068749994	2.0	14968.31780409813
122	6.7882843	5.085364	9.0	-6.1	10.86376	7.4155087	3.3752043	13.806084	-11.031506	492000	1.8626451e-09	10.347609	0.0052116085	-4.7719316	0.21262547	0.026949706	0.103	1.0	15076.067596912384
